Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
5/31/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1215,858,1721,,,,,,,,,,,,,,,
5/31/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1065,837,1354,1050,816,1349,1116,902,1382,1074,847,1361,1005,782,1293,,,
6/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",730,544,978,,,,728,586,905,713,511,996,750,549,1025,,,
6/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1124,976,1293,,,,1122,988,1274,,,,,,,,,
6/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",436,330,575,506,367,699,403,327,497,457,346,603,383,294,500,,,
6/1/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",459,345,611,432,344,542,484,377,622,486,362,653,429,320,574,339,284,405
6/1/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",612,486,771,547,425,705,704,591,839,612,489,766,567,470,684,,,
6/1/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1088,874,1354,,,,,,,1269,1040,1548,,,,,,
6/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1152,933,1424,1062,947,1191,,,,1305,1079,1578,,,,,,
6/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",714,539,947,760,580,997,707,554,901,751,571,988,688,538,880,489,386,619
6/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",891,690,1151,724,581,902,1056,856,1304,863,680,1094,851,665,1089,783,630,974
6/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",480,318,724,459,314,670,461,303,701,523,347,787,435,303,624,,,
6/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1693,1264,2267,,,,2074,1640,2624,1425,1162,1747,,,,,,
6/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",361,244,533,272,197,375,401,252,639,403,270,602,291,227,373,402,274,589
6/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",993,803,1228,,,,1025,876,1199,992,801,1229,978,767,1247,,,
6/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1309,1067,1606,,,,,,,,,,,,,,,
6/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",872,685,1110,845,692,1031,810,673,975,910,706,1174,882,694,1120,,,
6/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",660,514,848,,,,,,,723,604,865,,,,,,
6/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1611,962,2700,,,,,,,1962,1050,3666,,,,,,
6/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",820,573,1173,,,,,,,,,,758,503,1142,,,
6/2/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",439,325,593,389,300,504,438,348,551,454,331,622,467,355,613,375,271,520
6/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",400,308,521,406,316,522,406,290,570,404,314,521,385,316,469,,,
6/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1167,1052,1294,,,,,,,,,,,,,,,
6/2/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",681,519,893,,,,637,483,842,685,555,845,592,440,796,,,
6/2/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1224,1002,1495,,,,,,,,,,,,,,,
6/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",674,536,847,666,523,850,734,582,926,643,535,774,559,481,649,,,
6/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",366,249,539,317,253,397,383,257,571,342,243,482,398,269,588,372,233,594
6/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",427,274,666,379,280,514,413,250,683,418,289,604,504,295,861,370,260,525
6/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",695,490,986,622,453,854,686,512,917,757,523,1097,616,470,807,511,389,672
6/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",845,668,1070,644,547,758,976,777,1225,860,727,1017,799,623,1024,,,
6/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1039,804,1343,,,,,,,1094,851,1406,,,,,,
6/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1302,1057,1604,,,,1272,1077,1502,1423,1154,1755,,,,,,
6/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",562,361,875,,,,,,,557,398,780,,,,,,
6/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1292,1055,1583,,,,,,,1177,1048,1322,,,,,,
6/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",679,530,870,,,,,,,,,,,,,,,
6/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1407,892,2217,,,,,,,1192,1001,1419,,,,,,
6/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",820,624,1078,716,582,882,775,583,1030,910,690,1200,693,583,825,,,
6/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",999,791,1261,,,,1097,879,1369,1046,832,1316,891,735,1080,,,
6/3/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1220,1011,1473,,,,1246,1018,1525,1195,1040,1373,,,,,,
6/3/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1302,904,1873,1483,1058,2080,,,,,,,,,,,,
6/3/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",642,485,849,651,502,844,731,563,950,618,489,783,504,412,616,,,
6/3/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",525,382,721,541,420,697,710,553,912,528,412,677,415,307,561,474,355,633
6/3/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",699,497,984,906,661,1242,852,718,1011,655,549,781,503,411,615,,,
6/3/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",518,361,742,832,566,1224,537,395,730,464,350,614,354,293,428,,,
6/3/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1302,1117,1519,,,,1284,1152,1430,,,,,,,,,
6/3/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",535,345,828,830,601,1147,527,354,785,453,320,642,425,297,609,,,
6/3/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",890,672,1180,1022,768,1361,998,816,1222,928,806,1069,711,570,888,,,
6/3/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",779,482,1258,999,667,1496,809,428,1528,832,553,1251,713,521,976,,,
6/3/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",504,324,782,451,310,654,623,436,889,507,359,716,439,269,714,,,
6/3/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1558,1217,1995,1535,1205,1956,,,,,,,,,,,,
6/3/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",678,515,892,,,,,,,,,,,,,,,
6/3/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1374,1105,1708,1547,1296,1845,,,,,,,,,,,,
6/3/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",702,536,919,,,,,,,,,,591,527,663,,,
6/3/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",786,609,1013,782,620,986,852,696,1043,772,595,1001,768,587,1006,,,
6/3/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",939,743,1187,,,,988,793,1231,908,746,1106,807,670,972,,,
6/3/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1266,1070,1497,,,,,,,,,,,,,,,
6/4/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",653,482,883,579,458,731,741,576,953,690,524,910,561,412,764,,,
6/4/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",683,526,887,717,573,898,769,651,909,706,577,864,637,473,859,,,
6/4/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",580,425,790,608,437,848,606,459,801,617,464,820,509,369,700,475,407,553
6/4/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",574,401,820,858,553,1333,611,459,813,517,391,684,498,339,730,,,
6/4/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1306,956,1785,,,,1508,1306,1740,,,,,,,,,
6/4/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1154,944,1410,1211,982,1494,,,,,,,,,,,,
6/4/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",585,358,956,718,455,1131,667,395,1125,535,361,792,485,311,759,317,209,481
6/4/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",729,521,1021,,,,841,606,1167,750,519,1083,619,486,787,,,
6/4/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1402,1099,1789,1346,1032,1755,1605,1478,1743,,,,1287,1057,1565,,,
6/4/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1309,990,1730,,,,,,,1279,926,1767,,,,,,
6/4/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",995,727,1362,1126,832,1522,1058,831,1346,1022,881,1185,901,652,1245,591,477,731
6/4/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",501,316,792,432,300,624,611,395,946,515,344,773,482,279,830,449,298,676
6/4/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1211,1066,1375,,,,1187,1093,1288,,,,,,,,,
6/4/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",995,769,1288,1313,998,1726,1050,795,1389,859,717,1030,969,784,1198,,,
6/4/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",824,627,1082,859,700,1054,951,692,1307,772,606,984,743,597,926,,,
6/4/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",869,630,1197,,,,1019,741,1401,,,,758,540,1064,,,
6/4/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",671,476,947,746,445,1251,,,,,,,584,490,696,,,
6/4/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1167,969,1406,,,,,,,,,,,,,,,
6/5/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",543,374,786,863,628,1186,688,467,1012,438,352,546,422,343,521,,,
6/5/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",727,521,1015,656,497,867,746,525,1059,841,614,1152,611,461,811,,,
6/5/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",797,592,1074,928,682,1263,866,673,1116,750,610,922,643,500,826,,,
6/5/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",643,437,946,670,476,943,922,670,1271,632,482,829,474,330,682,453,333,615
6/5/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1258,958,1650,1280,1152,1422,,,,,,,,,,,,
6/5/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1151,924,1435,,,,1177,1023,1352,1367,1126,1660,946,782,1146,,,
6/5/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1496,1151,1946,1503,1318,1714,1723,1281,2317,,,,,,,,,
6/5/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1064,763,1482,1105,798,1530,1418,1051,1912,1053,886,1252,845,628,1137,,,
6/5/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",563,342,928,396,317,493,700,407,1203,516,326,818,567,348,922,,,
6/5/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",796,613,1033,866,661,1134,868,679,1109,809,651,1006,739,579,944,,,
6/5/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",571,364,895,587,391,879,718,448,1150,541,366,799,440,304,636,,,
6/5/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1171,909,1509,,,,,,,1220,979,1520,1062,871,1294,,,
6/5/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",924,752,1136,,,,994,861,1149,944,830,1073,835,670,1041,,,
6/5/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",667,489,909,,,,,,,,,,,,,,,
6/5/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",763,541,1077,,,,,,,,,,,,,,,
6/5/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1223,1023,1463,,,,,,,1290,1086,1533,,,,,,
6/5/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1569,1098,2241,,,,1881,1355,2612,,,,,,,,,
6/5/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",819,624,1075,799,660,967,859,677,1091,792,599,1048,838,613,1144,,,
6/6/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1363,1166,1595,1327,1164,1514,1527,1374,1698,1370,1151,1631,,,,,,
6/6/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1119,894,1401,1035,880,1218,1338,1147,1561,1217,992,1492,975,809,1175,,,
6/6/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",694,443,1086,608,468,791,1294,946,1770,699,504,970,494,359,681,425,306,590
6/6/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",640,417,980,785,566,1088,947,583,1538,548,416,721,473,333,672,,,
6/6/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",658,498,868,622,492,785,741,579,947,634,474,848,623,469,827,,,
6/6/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",850,613,1178,1083,750,1564,933,783,1112,809,637,1028,668,578,773,,,
6/6/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",692,402,1190,699,449,1088,1036,628,1707,596,375,947,475,321,703,,,
6/6/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1130,809,1579,1025,827,1270,1500,1257,1791,1198,898,1598,863,664,1121,737,565,963
6/6/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1484,1087,2026,1350,1106,1648,2018,1876,2172,1507,1250,1817,,,,,,
6/6/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",617,345,1102,425,287,629,999,601,1658,745,407,1366,493,318,763,413,249,687
6/6/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",771,547,1086,752,614,921,921,655,1295,770,565,1051,718,509,1014,550,404,749
6/6/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1346,1072,1691,,,,1400,1286,1524,1441,1109,1873,1186,998,1409,,,
6/6/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",891,627,1266,652,586,725,1338,1091,1640,,,,825,648,1050,,,
6/6/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1169,1041,1312,,,,,,,,,,,,,,,
6/6/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1183,1035,1352,,,,,,,,,,,,,,,
6/6/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1021,776,1344,890,772,1027,1234,916,1663,989,757,1292,901,736,1104,,,
6/6/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",897,672,1197,878,752,1024,968,702,1335,852,654,1111,908,680,1213,,,
6/6/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",824,496,1368,,,,,,,,,,717,607,847,,,
6/7/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1210,980,1493,1182,931,1502,,,,1163,1022,1323,,,,,,
6/7/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",664,497,888,636,542,746,720,564,920,639,508,804,731,438,1219,,,
6/7/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",653,447,953,718,523,986,756,544,1050,633,441,910,488,344,691,,,
6/7/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",606,408,898,525,382,721,944,610,1459,626,456,860,506,353,725,440,351,552
6/7/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1223,965,1551,,,,,,,1287,1003,1652,,,,,,
6/7/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",861,620,1195,866,645,1162,940,704,1254,801,603,1065,779,626,968,,,
6/7/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1107,771,1589,943,706,1260,1518,1144,2014,1288,983,1686,881,721,1076,,,
6/7/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1276,977,1667,,,,,,,1394,1084,1794,1268,982,1637,,,
6/7/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1464,1093,1960,1311,1037,1657,2089,1730,2522,1571,1279,1929,,,,,,
6/7/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",752,523,1081,904,709,1154,1003,712,1412,741,550,999,627,451,871,,,
6/7/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",520,341,791,516,369,723,632,449,890,493,333,731,385,257,577,353,264,471
6/7/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",581,384,878,537,388,742,804,545,1185,553,404,756,497,335,736,460,329,643
6/7/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",884,598,1308,,,,1017,724,1429,620,428,899,662,480,913,,,
6/7/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1098,846,1426,946,758,1180,1200,935,1541,1175,873,1580,986,816,1191,,,
6/7/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1272,1140,1420,,,,,,,,,,,,,,,
6/7/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",843,597,1192,,,,1081,902,1296,,,,619,488,785,,,
6/7/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",846,649,1103,,,,1010,750,1361,855,685,1068,794,599,1053,,,
6/7/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1251,1087,1438,,,,,,,,,,,,,,,
6/8/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",703,516,957,756,636,899,740,591,926,713,530,958,649,449,939,,,
6/8/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",473,354,632,429,331,554,482,349,666,489,381,627,443,317,618,454,308,671
6/8/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1312,1020,1688,,,,1558,1188,2043,,,,1241,1122,1372,,,
6/8/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",809,569,1151,,,,902,650,1252,839,603,1167,742,529,1040,,,
6/8/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1156,887,1508,,,,,,,1431,1167,1756,957,803,1140,,,
6/8/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",527,375,740,405,336,488,507,368,700,565,409,781,551,378,804,407,310,534
6/8/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",763,558,1043,575,473,698,820,637,1056,781,565,1079,768,578,1021,500,395,631
6/8/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1161,864,1561,,,,,,,,,,,,,,,
